gameId,2018WL,HTP,2019WL,FTR,goals,homegoals,Aways,2020WL,Win/Loss
4395598976,0,3,1,4,12,9,5,0,0
4524952056,0,1,0,4,87,15,4,0,0
4453994009,1,3,1,7,15,6,7,0,0
4462358723,0,4,1,5,15,7,2,0,0
4512811324,1,3,0,10,23,5,16,0,0
4438263187,1,1,1,12,18,4,15,0,0
4483907436,1,3,0,4,16,11,5,1,0
4521937261,0,2,0,3,16,8,4,2,1
4515587675,1,3,1,13,17,9,22,0,0
4517493567,0,5,1,4,15,3,4,0,0
4469549199,0,2,1,3,15,1,3,1,1
4500100836,0,2,0,8,21,8,3,0,0
4451727242,0,2,0,8,70,6,12,2,1
4462194525,0,1,0,6,18,7,10,1,0
4481415061,0,1,0,6,10,14,3,0,0
4519169394,0,4,1,7,15,11,9,0,0
4449504375,1,9,0,13,15,5,10,2,1
4468503240,1,3,0,10,91,5,13,0,0
4495708706,0,2,1,3,18,10,4,0,0
4505357300,1,4,0,6,16,6,5,0,0
4523723534,1,11,1,7,18,6,8,0,0
4479157446,1,2,1,9,16,5,9,1,1
4518376722,1,1,1,8,13,3,9,2,1
4521259209,1,2,0,5,13,6,4,1,1
4471123041,0,3,0,4,54,2,6,1,1
4524913184,1,2,1,6,17,6,10,0,0
4514301047,0,1,0,5,35,9,5,0,0
4512184541,0,1,1,7,10,7,5,0,0
4517823800,0,5,1,6,19,7,7,0,0
4518835789,1,6,1,7,22,3,6,1,1
4510355472,0,2,1,4,19,6,1,0,0
4512067346,1,5,0,5,14,4,7,1,0
4514106633,0,2,1,5,15,5,5,0,0
4522399054,1,2,1,5,38,5,6,1,1
4519443312,0,3,0,6,16,11,8,1,1
4523035934,1,4,0,6,17,6,6,0,0
4429486916,1,2,1,9,18,5,9,0,0
4482052361,0,6,0,2,19,8,4,0,0
4522798631,1,3,1,5,14,4,3,1,1
4477176627,1,0,0,4,17,8,6,1,0
4475170098,0,4,0,5,12,6,5,1,0
4432091797,0,4,1,3,86,5,3,0,0
4495710198,1,1,1,8,16,2,5,1,1
4520931258,1,6,0,10,15,2,11,0,0
4424048842,0,7,1,6,22,7,7,0,0
4512915759,0,4,0,1,16,5,2,0,0
4476065129,0,7,0,6,17,6,9,0,0
4494781192,1,3,0,9,16,7,13,2,1
4525224702,0,3,1,4,15,3,2,1,0
4475925954,0,1,1,4,14,12,5,0,0
4516121686,0,1,1,6,25,6,11,1,1
4420667626,0,1,0,1,11,5,1,0,0
4489494110,1,5,1,14,25,3,15,0,0
4523340688,0,0,0,0,15,5,0,0,0
4496344135,0,4,0,6,17,11,4,1,1
4524697287,1,4,1,6,17,6,5,1,0
4523386766,0,4,0,4,14,7,6,0,0
4518474732,1,1,1,10,18,5,8,1,1
4486453937,0,5,0,6,17,8,5,0,0
4496397328,1,4,1,8,42,5,10,1,1
4520768462,0,7,0,11,17,8,15,0,0
4518654959,1,2,0,4,15,4,4,1,0
4519058321,0,3,0,1,12,5,3,1,1
4512960247,0,2,0,8,14,7,3,0,0
4445314635,0,2,0,5,13,14,6,1,1
4477030195,0,3,0,4,13,6,6,0,0
4497887298,0,0,0,1,68,14,1,1,1
4459403995,1,1,0,4,20,9,3,0,0
4489079383,1,3,0,5,16,5,7,1,1
4516695912,0,2,1,4,12,2,2,1,0
4490435808,0,5,1,5,13,5,8,1,0
4524895124,1,3,0,12,16,9,15,0,0
4519469738,1,3,1,6,35,2,9,1,1
4523527200,0,2,0,3,14,8,3,0,0
4453080532,1,2,0,5,35,5,3,0,0
4523303530,1,3,1,14,18,5,12,1,1
4495003373,0,4,0,5,22,7,3,1,0
4524303571,0,3,1,5,124,4,6,1,0
4490487724,1,1,1,3,18,7,2,0,0
4515381064,1,5,0,1,22,2,3,0,0
4512271556,1,3,1,11,13,4,8,2,1
4452824789,0,3,0,2,34,7,2,0,0
4481234929,1,1,1,8,24,4,8,0,0
4500668824,0,12,1,6,50,3,9,1,1
4521663948,0,3,0,10,16,5,13,1,1
4525067275,0,2,0,2,13,5,2,1,0
4496503390,0,1,0,2,33,5,2,0,0
4519912865,1,3,0,12,13,4,11,0,0
4447426572,1,3,0,8,17,6,7,1,1
4493407357,1,4,1,9,78,3,10,0,0
4459426947,0,2,0,5,16,6,5,1,1
4519988685,0,2,1,9,22,6,13,0,0
4519844846,0,5,0,5,15,5,3,1,0
4525070748,0,2,1,9,19,3,8,0,0
4465204267,0,4,0,1,40,7,1,0,0
4517684472,0,1,0,1,13,3,1,0,0
4517646191,1,2,0,8,15,7,10,1,1
4459901632,1,2,1,6,31,4,7,0,0
4495413031,0,2,0,5,44,7,2,1,1
4519612989,0,2,0,10,27,12,13,1,1
4406716520,0,0,0,5,16,9,5,0,0
4525184804,1,4,0,6,54,1,8,2,1
4524569254,1,3,0,9,13,5,4,2,1
4431143877,0,3,0,1,17,6,2,0,0
4446797537,1,2,0,5,14,6,6,1,1
4524403652,1,2,1,7,12,6,5,1,1
4524260824,0,1,1,7,14,7,6,0,0
4440119391,1,3,1,14,24,4,14,0,0
4518199999,1,1,1,6,14,4,3,1,1
4520967143,0,2,1,4,36,11,2,1,1
4498216490,1,7,0,8,40,9,9,1,0
4493677959,0,2,1,5,19,7,7,0,0
4523093613,1,3,0,5,17,7,3,1,1
4437257190,1,5,1,10,27,6,8,1,0
4521897707,1,4,1,6,17,2,9,0,0
4467164835,1,5,0,14,18,4,21,1,1
4521542696,1,0,1,9,13,4,6,0,0
4495464440,1,2,0,3,15,8,4,0,0
4452038425,1,2,1,6,22,0,8,1,1
4515821204,0,2,0,4,19,7,3,0,0
4502922066,0,0,0,3,12,5,3,1,0
4384241438,1,1,0,7,16,3,7,1,1
4466040137,1,3,0,11,57,9,13,0,0
4476661914,0,0,1,2,10,11,3,0,0
4458282675,1,4,0,11,18,6,13,2,1
4507871318,1,5,0,11,18,7,14,0,0
4431970864,0,3,0,4,22,12,0,1,1
4516600859,0,1,1,4,18,1,4,1,0
4499806829,0,2,0,3,15,9,3,0,0
4472532304,0,3,0,4,16,9,5,1,0
4444232401,1,3,0,5,11,6,6,1,1
4521519484,0,3,0,3,18,5,5,0,0
4515353277,1,3,1,6,18,10,8,0,0
4524248852,0,1,1,9,39,8,5,0,0
4521172111,1,3,1,6,39,2,3,1,1
4517776491,1,4,1,5,17,3,5,0,0
4519368335,0,4,1,3,18,8,2,0,0
4523639973,1,2,0,3,21,5,3,2,1
4522111616,0,4,0,5,14,10,4,0,0
4521188250,0,4,0,6,40,9,5,0,0
4493154896,1,6,1,10,37,4,10,0,0
4512775669,0,2,1,5,13,2,5,1,1
4505100164,1,1,1,11,16,5,12,1,1
4439464616,0,4,1,4,15,8,3,0,0
4515793486,1,2,1,6,18,3,7,1,1
4505809782,1,0,0,10,37,5,15,1,1
4502875704,0,2,0,1,16,10,2,1,0
4475734964,1,4,1,10,35,5,14,2,1
4482233269,0,3,0,1,16,4,2,1,0
4511770317,0,2,0,8,15,6,8,1,1
4524067975,0,6,0,1,14,6,1,0,0
4474977192,0,1,0,5,16,11,4,0,0
4467242137,0,2,1,3,15,4,6,0,0
4521516098,1,3,1,5,13,3,4,2,1
4475861894,0,10,1,2,18,5,3,1,1
4473365528,0,3,0,3,16,3,4,0,0
4520554639,0,2,1,7,19,8,5,1,1
4519562141,0,4,0,6,17,9,6,0,0
4477654399,0,4,0,4,20,6,4,1,0
4524744736,0,4,0,2,16,3,3,0,0
4437489184,0,2,0,10,34,9,9,1,1
4516668528,0,3,1,6,16,7,10,0,0
4519159286,1,1,1,3,15,4,2,1,1
4519850833,0,1,1,5,10,7,8,0,0
4517486439,1,3,1,8,19,2,12,0,0
4524983213,1,4,1,9,18,7,10,1,1
4518971056,0,2,1,5,29,2,5,0,0
4519735486,0,3,0,2,14,8,2,1,1
4474578405,1,2,1,2,15,4,1,2,1
4495526731,0,2,1,8,12,5,7,1,0
4523588445,0,5,1,4,15,3,5,1,1
4496025643,1,1,0,10,18,7,9,0,0
4449279281,1,2,1,6,15,3,4,1,1
4524290588,1,2,1,5,14,4,6,0,0
4481379221,0,3,1,8,14,8,9,0,0
4497057886,0,2,0,1,15,8,2,1,1
4457248839,1,2,0,13,14,7,11,0,0
4462529490,0,4,0,11,16,13,13,1,1
4511728953,1,2,0,4,15,5,3,1,1
4455484063,1,2,0,4,15,9,5,0,0
4492027887,1,2,0,8,17,11,6,1,0
4500738441,0,2,1,5,23,9,4,0,0
4472130589,1,5,0,4,15,7,2,1,1
4509440283,1,2,1,7,56,8,7,2,1
4522207567,1,3,1,12,16,3,11,1,1
4492532758,1,4,0,4,13,7,3,0,0
4521901284,1,6,1,8,17,4,10,1,1
4524952365,1,6,1,12,14,8,15,2,1
4506175906,1,5,1,13,21,3,9,1,1
4462044332,0,3,0,5,22,9,2,0,0
4490186049,1,4,0,4,15,4,1,2,1
4484406104,0,6,1,5,22,10,6,1,0
4525016329,0,2,0,5,38,10,6,0,0
4500061522,0,4,0,5,15,8,1,0,0
4519405060,1,0,1,8,46,3,14,1,1
4489107680,0,3,1,8,17,7,9,0,0
4524853879,0,5,1,5,12,6,8,1,1
4519652445,1,2,0,2,10,6,1,0,0
4479492497,1,2,1,14,12,6,10,1,0
4477014254,0,2,1,11,17,6,10,1,1
4474899637,1,3,0,6,18,5,4,2,1
4448166002,0,3,1,2,19,11,2,0,0
4518035441,1,0,0,4,17,7,4,2,1
4524924561,0,2,0,3,14,6,4,0,0
4519402514,0,3,0,2,13,5,2,1,0
4439902649,0,13,1,4,30,2,7,0,0
4471437748,1,6,0,6,18,4,5,1,1
4452202569,1,4,0,7,53,11,10,0,0
4519983082,1,2,0,7,17,10,9,0,0
4514792667,0,2,1,3,14,7,3,0,0
4524404606,0,3,1,4,85,8,5,0,0
4517159658,0,2,0,5,14,6,4,1,0
4490111763,1,4,1,7,18,4,5,2,1
4511615760,1,2,0,6,22,3,10,0,0
4460035354,0,3,1,4,16,9,4,0,0
4524340253,0,3,0,5,16,5,7,0,0
4494288234,1,0,1,8,38,2,8,0,0
4503193235,0,5,0,2,17,8,3,0,0
4487544482,1,4,0,6,16,2,9,0,0
4522841712,0,2,1,5,18,8,7,0,0
4492447049,0,2,1,1,13,4,1,0,0
4515497599,1,4,1,14,17,3,16,0,0
4515307399,0,1,1,5,18,8,5,0,0
4520027205,0,0,1,5,15,8,4,0,0
4525124678,0,3,0,6,34,7,7,0,0
4506399392,1,4,1,6,18,5,9,0,0
4520037654,1,3,1,5,18,2,4,2,1
4513253618,0,0,0,8,20,8,5,1,0
4523092782,1,8,1,6,19,4,7,0,0
4510100587,0,1,0,2,14,6,3,0,0
4522265559,1,2,0,2,17,4,2,1,1
4502459201,0,1,1,3,15,12,2,0,0
4449297701,0,3,0,3,17,13,1,0,0
4524992548,1,1,0,7,18,8,8,1,1
4524182340,1,4,1,6,19,4,3,1,0
4522266897,0,3,0,8,18,14,4,0,0
4468741090,0,8,1,10,17,5,17,1,1
4519229802,0,5,0,3,21,8,1,0,0
4464483348,0,3,0,1,17,5,0,1,1
4501451685,1,4,0,5,14,8,7,2,1
4523922035,1,2,0,3,19,3,3,1,1
4481186047,1,2,0,7,19,10,9,1,1
4486987445,0,2,0,3,16,3,2,1,0
4509259241,1,1,1,7,10,5,4,1,0
4513456428,1,5,1,11,18,6,13,1,1
4507030336,0,2,1,6,20,9,7,0,0
4520529866,1,6,0,6,14,3,7,0,0
4525050175,1,2,1,4,15,1,6,1,1
4519754998,1,1,1,6,27,5,4,0,0
4439457123,1,2,1,5,76,5,6,1,0
4524643428,1,4,1,12,19,2,13,1,1
4521007618,0,2,0,4,13,11,4,2,1
4508648866,1,2,1,9,78,3,17,1,1
4481875944,1,2,0,7,14,11,7,0,0
4481977173,0,5,1,6,11,9,8,0,0
4524221277,1,0,1,9,16,5,14,0,0
4491767708,0,7,0,3,14,8,3,0,0
4513381950,1,11,1,4,15,1,2,1,1
4520706889,1,5,0,11,15,10,8,0,0
4510979839,1,2,1,7,16,6,10,1,0
4497747862,1,3,0,10,17,10,10,0,0
4499933829,1,4,0,10,19,9,11,1,1
4444218395,1,3,1,9,15,2,21,1,1
4524806566,0,2,0,6,15,13,9,0,0
4462632051,1,4,1,6,48,6,9,1,1
4522260081,0,1,0,9,14,8,7,1,1
4455390955,0,1,0,1,39,5,1,0,0
4517939505,1,5,1,2,38,1,4,1,0
4524528416,1,3,0,4,14,3,1,1,1
4525067296,1,0,1,3,12,7,2,0,0
4454069388,0,4,1,7,41,8,8,0,0
4503433498,0,15,1,4,12,4,2,1,0
4510734919,0,4,1,5,16,7,3,0,0
4464447310,1,3,0,11,20,4,13,1,1
4429977573,1,5,1,11,16,5,18,1,1
4522461341,0,13,0,3,15,9,1,1,1
4517741452,1,0,1,6,38,4,7,2,1
4500724758,0,3,1,4,17,7,4,1,1
4494319705,1,3,1,6,16,1,9,1,1
4444096628,0,2,0,10,32,12,9,0,0
4521510642,1,4,1,7,41,4,7,2,1
4412240530,1,2,1,9,34,3,6,0,0
4420941972,1,3,1,6,25,5,7,1,0
4514097912,1,2,0,10,18,6,9,0,0
4491135325,0,0,0,8,20,12,11,0,0
4488824515,0,3,1,7,16,9,4,1,1
4515453856,1,3,0,4,17,3,3,1,0
4420829528,1,7,0,11,20,4,12,0,0
4503381304,0,2,0,6,34,7,5,1,0
4515654011,1,2,1,4,16,8,3,1,1
4492894390,1,3,0,11,11,4,15,1,1
4472568378,0,3,0,1,15,6,0,0,0
4471422338,0,5,1,3,13,9,2,0,0
4525151632,0,2,0,3,15,10,1,0,0
4519414547,1,0,0,13,19,4,11,1,1
4440874432,1,2,0,3,15,2,5,0,0
4471153063,0,1,1,9,15,7,8,0,0
4522449120,1,3,0,7,40,6,7,0,0
4501354453,1,2,1,5,43,4,5,1,0
4465050280,0,5,1,10,143,7,10,1,1
4509589971,1,5,1,8,41,5,7,1,1
4505606908,1,3,1,10,12,5,9,1,1
4517684494,1,5,0,9,19,4,7,1,1
4516180818,1,1,1,5,20,6,6,1,1
4524074861,0,0,1,7,15,9,6,0,0
4524837884,0,1,0,5,11,5,5,0,0
4467397510,1,3,1,6,19,4,8,1,1
4498316560,0,2,1,8,17,5,9,1,1
4494819577,0,3,0,4,44,7,4,1,0
4454214561,0,1,1,7,11,9,6,0,0
4508718134,1,2,1,6,14,3,10,1,1
4518971206,0,3,0,7,20,4,8,0,0
4519649032,1,6,1,8,11,4,8,2,1
4487076086,0,3,0,11,97,7,20,1,1
4520419730,1,2,1,5,18,6,5,2,1
4510885108,1,4,1,8,19,4,9,0,0
4500739258,0,1,0,3,16,4,3,0,0
4524783374,1,2,0,14,33,10,9,0,0
4465119134,1,3,0,15,16,11,14,0,0
4515577349,1,6,0,4,19,3,7,1,1
4465188797,0,1,1,6,14,7,5,0,0
4523720024,1,0,1,5,16,1,3,1,0
4512168503,0,4,0,4,18,7,3,2,1
4441802146,1,3,0,8,21,8,9,0,0
4525106974,1,4,0,8,18,4,10,0,0
4519124601,0,3,1,4,17,4,3,1,1
4469638547,1,1,0,5,12,4,0,0,0
4520617571,0,3,1,8,15,7,8,2,1
4520513993,1,5,1,10,13,3,9,1,1
4446190086,0,1,0,4,18,9,5,0,0
4479055235,0,1,1,6,17,8,5,0,0
4525053035,0,0,0,4,16,8,6,1,1
4460529664,1,4,1,11,13,8,14,1,1
4489494920,0,0,0,2,13,9,4,0,0
4524863981,0,2,0,4,19,11,3,0,0
4508452416,1,5,0,8,18,2,4,2,1
4518173580,1,11,1,9,51,1,9,0,0
4497643645,0,4,0,4,14,8,5,1,1
4496490767,0,2,0,2,16,4,3,0,0
4521137660,0,2,0,3,51,4,5,1,1
4522864178,1,0,0,8,37,7,8,0,0
4418117776,1,6,1,9,16,10,11,1,1
4487261308,0,4,0,3,37,5,3,0,0
4472053682,0,4,0,3,12,8,2,0,0
4523322393,1,2,0,4,16,4,3,0,0
4450801674,0,4,0,7,14,7,6,1,0
4518527027,1,4,0,7,41,7,11,1,1
4515771570,1,1,0,3,15,4,4,0,0
4503520980,1,0,1,7,18,2,6,1,0
4525008225,1,14,0,6,16,4,7,1,0
4522447446,1,4,1,10,15,3,8,0,0
4500531155,0,6,1,5,35,4,6,1,1
4524832772,1,3,0,4,38,5,5,0,0
4521575223,1,1,0,11,146,7,9,0,0
4502356627,0,1,1,10,39,10,11,1,0
4502093881,1,6,1,9,17,4,8,0,0
4469976070,1,2,1,7,14,6,8,1,1
4515929996,0,1,1,10,22,4,17,1,1
4522286152,1,5,1,5,16,3,5,2,1
4524966850,1,2,1,9,10,6,8,0,0
4491591979,1,4,1,10,50,6,11,1,1
4519588489,1,4,1,6,21,4,9,2,1
4520999253,1,5,1,13,11,6,25,0,0
4521050901,0,2,0,2,12,9,4,0,0
4516768081,0,2,0,4,17,5,4,0,0
4517685313,0,2,0,2,19,7,2,0,0
4502501913,1,3,0,9,11,3,8,1,1
4518047197,0,1,0,3,17,10,3,0,0
4511912141,1,3,1,8,12,4,9,1,1
4489550843,1,2,1,6,16,3,5,1,1
4524701312,1,2,1,6,16,5,5,2,1
4490153462,1,0,0,5,12,6,8,1,1
4502297992,0,15,1,6,16,7,6,2,1
4491389277,1,1,0,7,11,6,5,0,0
4522856174,1,6,1,8,16,1,12,0,0
4491480186,0,2,0,10,17,8,11,0,0
4518344857,1,4,0,6,30,8,10,1,1
4515426111,1,3,1,12,15,1,11,2,1
4511966451,0,2,0,2,13,5,3,0,0
4519227071,1,2,0,6,14,8,4,1,0
4493419240,0,3,0,3,13,8,4,0,0
4479961520,1,2,0,5,14,4,4,0,0
4524526472,0,1,0,5,16,8,5,1,1
4464951728,1,3,1,1,17,2,2,1,1
4482394402,1,3,0,8,19,9,10,0,0
4518002897,1,3,0,4,38,5,2,0,0
4477006616,1,1,1,4,14,5,5,0,0
4440191249,1,1,1,10,15,7,8,0,0
4500995168,1,2,0,8,15,9,11,1,1
4522793625,1,1,1,7,18,4,16,1,1
4474892602,1,1,1,6,16,3,7,1,0
4493006116,0,3,0,7,15,16,6,0,0
4524222412,1,2,1,7,14,7,5,1,1
4496972766,0,3,0,6,15,7,8,0,0
4520803035,0,4,0,2,11,8,3,0,0
4488885595,0,4,0,2,15,5,1,1,1
4487026164,1,4,0,3,12,5,2,0,0
4473156248,1,6,0,9,20,8,8,0,0
4518151873,0,5,0,7,31,7,6,0,0
4454844515,0,3,0,7,88,11,10,0,0
4524019093,1,4,1,8,16,0,12,1,1
4517744758,1,2,1,8,15,3,7,1,0
4472664560,1,1,1,6,17,6,8,1,1
4506715219,1,5,1,7,15,4,12,2,1
4525069847,0,5,0,5,15,4,6,1,0
4452361884,1,2,1,12,16,10,20,2,1
4440050075,1,1,1,7,17,1,5,1,1
4510518816,0,2,0,1,15,3,3,0,0
4496656923,1,5,1,13,22,3,21,0,0
4522525839,0,3,1,6,15,6,6,0,0
4511649703,1,2,1,6,62,1,8,2,1
4451402051,0,4,0,1,21,3,1,1,0
4467311315,1,2,1,8,91,6,9,1,1
4515311611,0,5,0,8,39,11,6,1,0
4524615195,1,2,0,10,12,8,9,2,1
4521321168,0,3,1,9,16,1,10,0,0
4491850412,1,4,0,4,19,2,7,0,0
4481745211,1,7,0,6,28,9,7,0,0
4472572307,0,1,0,5,16,7,4,0,0
4522459455,0,3,1,7,19,9,8,0,0
4513892324,0,2,0,7,14,12,8,0,0
4522503290,0,3,1,7,16,13,9,0,0
4502582060,1,4,0,4,17,3,7,1,1
4522240488,0,5,0,3,18,3,7,1,1
4448069997,0,1,0,0,13,6,0,0,0
4519920024,0,3,0,2,14,5,4,0,0
4524264644,1,4,1,7,19,3,13,1,1
4520641910,1,0,1,6,14,2,5,2,1
4505843833,1,5,1,11,15,9,8,0,0
4503939692,0,4,0,5,13,3,9,1,1
4521916214,1,8,0,6,16,11,7,1,1
4506788897,0,3,0,3,94,9,3,0,0
4521424727,0,3,1,7,17,6,6,0,0
4494894166,1,2,1,11,15,5,8,2,1
4518445145,1,1,1,5,15,1,5,2,1
4511985259,1,4,1,9,88,7,8,0,0
4470447299,0,3,0,4,17,7,6,0,0
4447747806,1,0,1,9,15,5,8,0,0
4492269154,1,3,0,7,15,7,12,0,0
4463540440,0,2,1,5,34,8,3,0,0
4445986200,0,1,0,9,12,6,14,0,0
4492063220,1,4,1,11,51,3,9,1,1
4519728493,1,2,1,10,18,4,13,1,0
4507920169,0,3,0,8,22,11,9,1,0
4517895985,0,1,0,5,15,7,6,0,0
4469859843,0,3,0,6,15,6,4,1,1
4494766750,1,2,1,9,68,3,16,0,0
4518283013,0,7,1,8,16,8,9,1,1
4523501423,0,0,0,6,81,12,6,0,0
4498439649,0,6,1,6,17,6,6,2,1
4521204334,1,0,1,12,15,5,13,1,0
4517631475,0,1,0,5,16,10,6,0,0
4524260253,1,1,0,10,15,4,8,1,0
4516376461,0,1,0,0,9,9,0,0,0
4511656001,1,2,1,8,16,3,5,2,1
4504690323,0,2,0,2,20,6,2,2,1
4454879809,0,2,0,8,16,4,9,0,0
4524899991,1,2,1,12,17,6,11,1,1
4519607934,1,3,1,7,44,5,4,1,1
4497723883,1,5,1,5,14,4,6,1,1
4447721358,0,0,1,4,13,3,6,0,0
4480073298,0,3,0,2,85,6,3,0,0
4524542194,1,3,1,9,21,9,11,1,1
4486943775,1,2,1,16,13,5,16,1,0
